Date,Open_min,Open_max,Open_std,Open_mean,High_min,High_max,High_std,High_mean,Low_min,Low_max,Low_std,Low_mean,Close_min,Close_max,Close_std,Close_mean,Vol_BTC_min,Vol_BTC_max,Vol_BTC_std,Vol_BTC_mean,Vol_Currency_min,Vol_Currency_max,Vol_Currency_std,Vol_Currency_mean,Wt_Price_min,Wt_Price_max,Wt_Price_std,Wt_Price_mean,score,date
2018-03-04,11058.93,11511.0,115.39643971115815,11241.75062500002,11073.02,11511.0,116.00431917305104,11247.493493055572,11054.91,11502.6,114.7252506854511,11236.083256944454,11058.59,11509.93,115.51609569272594,11242.097152777793,0.0006155,484.33894215,16.11478296403166,4.764391200125001,6.890725615,5483271.3285,182467.21707948542,53741.19377181585,11061.171048999999,11508.370551,115.508496154078,11241.63840684166,4.1245909983,2018-03-04
2017-12-19,16849.16,19113.32,540.6397098499026,18321.422215277762,16892.97,19160.79,532.882093999347,18343.25347916665,16831.26,19088.06,549.4428325296482,18294.02502777779,16849.16,19113.32,540.9429250815303,18320.41626388884,0.07573415,303.15702079,21.88426197855203,14.967976142618031,1430.1372908,5147926.1835,384996.2064513049,269205.52040692494,16859.744036,19098.512406,541.2112904992508,18318.28161548887,4.1245734656,2017-12-19
2017-12-24,12499.99,14619.0,497.11847878783095,13656.271666666653,12540.39,14619.1,493.59423764126984,13685.862340277821,12488.0,14582.6,496.6025275848575,13620.099291666655,12499.99,14600.0,497.04030988910256,13656.086034722228,0.01564631,359.42483378,20.786597010833983,12.860756473986099,204.89798851,5067908.0144,280907.8726709203,173941.96086464732,12502.754693,14608.972793,496.37609685517214,13652.628406286822,4.0966478553,2017-12-24
2017-12-20,15483.23,17939.99,449.3402404292439,16835.57545833334,15506.09,17950.0,445.8021208095878,16866.888812500016,15343.04,17878.53,453.7299224436343,16797.716881944452,15450.0,17920.34,448.37577893003044,16834.521375000026,0.58806089,296.16977042,25.803816645957138,21.647381115763892,10081.540083,4604197.9146,426352.24150929204,362048.9934780416,15399.792288999999,17936.821622,449.2846920117806,16831.69035647014,4.0898930234,2017-12-20
2017-12-22,11200.0,15795.5,836.715679136916,13762.157527777757,11250.12,15795.61,827.6340317995443,13810.352763888892,11159.93,15783.0,844.053217953901,13710.411187500013,11200.0,15783.0,835.4958785396367,13761.145826388869,0.07366756,317.03030496,39.449916617348286,39.89279338809719,1046.0056844,4238645.4462,505925.1789699424,536217.6949273001,11185.521621,15789.52655,835.459423024583,13759.479205877766,4.0872195923,2017-12-22
2018-02-22,9731.28,10934.99,353.93807443316956,10273.241131944487,9739.14,10935.0,352.72609291238354,10284.450847222253,9731.2,10928.19,355.0869810684675,10260.976729166678,9731.31,10935.0,354.04437072764085,10272.655520833341,0.00080788,488.56655569,26.722115927821175,14.034569814437502,8.419991960399999,4993126.7071,271967.70690638,143129.0511513701,9731.8911684,10932.218046,354.0889792747601,10272.359807317222,4.0839273203,2018-02-22
2017-12-28,13500.0,15466.79,417.8648017593976,14249.407201388902,13559.95,15474.19,414.1337844884767,14277.564465277777,13500.0,15415.39,418.64164251358244,14216.34013194446,13500.0,15455.0,417.0029817373101,14248.632048611133,0.03478,340.92305274,17.636425161122776,11.498067585215251,532.70659043,4671106.652,247061.54282938258,162797.62398518453,13533.138938,15463.203289,416.6482708166698,14246.326809279137,4.0572907798,2017-12-28
2018-02-06,5945.95,8150.0,543.497215787438,6827.44482638889,5975.06,8150.0,542.6109032386768,6852.23821527778,5920.72,8130.01,542.1731944660672,6804.671611111112,5944.0,8150.0,543.7340564752385,6828.462006944439,0.61620319,511.90826124,57.40926737185858,49.27872892934726,3838.3137420999997,4168012.0710000005,411253.91120599344,338544.75419656996,5949.997212300001,8142.1074567000005,543.6585001837041,6828.327463351177,4.0425958579,2018-02-06
2018-01-14,13099.98,14365.81,319.14745669299754,13680.841847222226,13144.16,14365.81,318.20247189335953,13695.52052083334,13072.22,14355.59,320.86393222856015,13663.303520833382,13099.98,14365.81,320.15522712454316,13679.928909722257,0.00481845,345.89618991,13.052647136863204,5.270530583694454,68.69045395,4620885.9059,175154.17669007933,71386.67495800878,13104.659559,14365.706435,320.3529222234099,13679.825228031243,4.0393698413,2018-01-14
2018-04-20,8222.73,8926.04,137.49289113175283,8445.218069444458,8238.53,8934.0,138.79068877792884,8450.221687500016,8216.9,8910.0,136.49661722302278,8439.539006944433,8227.57,8927.5,137.66749086495074,8445.635604166675,0.020333900000000002,536.9525012,26.33217950139288,11.152515743986102,172.78304513,4500352.623,222734.0482409485,94630.48627481228,8226.7368168,8922.1165408,137.53422537566848,8445.13683254687,4.0209953643,2018-04-20
2017-12-10,13040.0,15384.99,702.2978762508835,14135.844847222239,13051.0,15385.0,702.1954958627286,14165.287680555568,13011.0,15300.0,700.6027035812044,14102.118055555558,13040.0,15385.0,702.5271754158217,14134.664791666688,0.0062023,295.79210261,19.266099237036677,12.838877111798606,84.600798529,4259371.6633,277798.8447226882,182743.5194472064,13023.710648,15348.542467,701.6252813371631,14132.601710642339,4.0138825127,2017-12-10
2017-12-26,13759.86,16134.1,645.3051743451537,15243.936465277753,13799.0,16147.87,645.7711574306144,15266.987041666682,13746.95,16109.95,646.7026524783727,15217.770479166627,13747.0,16120.0,645.8393022467245,15243.615263888882,0.016071000000000002,272.77923014,16.653221669034153,10.452197234451397,225.74258718,4242992.8438,256367.0114010452,160362.89524643155,13761.119431000001,16123.062894,646.1367867092495,15242.60779660485,4.0106529742,2017-12-26
2017-09-13,3735.16,4178.12,91.38713081942097,3934.595305555561,3743.86,4179.14,91.19877778889227,3938.995006944461,3720.01,4177.9,91.49930382446341,3929.2389861111023,3735.17,4178.99,91.13829282755097,3934.011493055559,0.00201906,1157.4183123,42.51763527144028,20.593287547555573,8.0384431968,4339350.1712,162124.76067877517,80270.28762520672,3735.5997544,4178.6443899000005,91.25410726152448,3933.7291541672203,4.0020469885,2017-09-13
2018-03-08,9089.99,10123.41,266.44491942727353,9706.003194444469,9110.0,10150.0,266.0030485473092,9717.513479166684,9078.95,10108.01,267.05476316041324,9693.855479166676,9091.72,10127.83,266.35450611719716,9705.391458333352,0.01806,437.19041798,26.90527879448711,15.640574631881911,168.9614136,4244310.8854,260134.0336865348,150951.47286087307,9091.3033769,10129.00672,266.81120168141103,9705.47006482103,4.0007821022,2018-03-08
2018-01-29,10992.0,11805.0,152.46550599251233,11284.357048611146,11024.85,11820.01,153.19923886672237,11295.898368055576,10991.0,11790.1,152.3215905589664,11272.00056249997,10992.0,11805.0,152.6980175444951,11283.896194444453,0.00132,380.11055116,14.620634700256566,6.949173435201379,14.836562400000002,4318846.1802,165420.83883444016,78419.2894524493,11001.519647,11809.685038,153.1846417359954,11283.720742806261,3.9997863808,2018-01-29
2018-01-02,12939.99,15251.7,581.3331372281958,13876.355194444444,12950.18,15257.53,585.3961919583411,13898.509590277774,12910.58,15190.0,579.8058312086691,13855.027465277779,12940.0,15253.0,582.057058269318,13879.358895833342,0.02144212,308.03728524,21.5619880158153,11.319214793604171,288.47898669,4081408.5322,303599.7935965494,159124.19727556128,12932.761563,15228.646803,582.7756671312138,13877.579910547882,3.9963044224,2018-01-02
2018-04-16,7909.0,8408.99,111.7163367995115,8080.050145833345,7918.25,8424.99,112.58919766829311,8086.099590277789,7905.0,8397.08,110.99919192795014,8073.745312500004,7909.0,8413.98,111.5383049036587,8080.020305555557,0.00094862,535.56875571,20.440072549568605,7.546252053812501,7.6158249184,4288373.4232,165124.3126327678,61106.92097965643,7909.5372192,8416.477288600001,111.87081355373955,8079.964366643196,3.9939223095,2018-04-16
2018-03-14,7950.0,9355.01,397.5518944629723,8770.06415972224,7968.2,9356.14,394.9546696648062,8778.923090277793,7948.0,9336.17,399.547310032874,8760.073541666676,7954.02,9355.01,397.4973832121531,8769.349694444441,0.00075,473.61705282,29.12465114760258,14.726060389326372,6.9234,4191404.9944,250158.09084359568,126627.99166088903,7953.171561499999,9348.2171411,397.3628722611785,8769.04168684514,3.9936599518,2018-03-14
2018-02-05,6601.47,8335.56,470.1907446035145,7612.417520833322,6617.52,8335.56,467.0719558247153,7631.074541666662,6600.0,8330.0,473.5988038647091,7592.156124999991,6601.47,8335.56,470.3563613585562,7611.722958333325,0.01,580.64639131,47.503844070202405,32.32252000299302,81.3096,3943735.2091,341657.23979161633,237646.27406144072,6610.322478399999,8332.9418451,470.67147250008225,7611.002286218681,3.9904729195,2018-02-05
2018-01-11,12852.73,14955.0,433.1353031256437,13697.686124999997,12933.6,14973.07,428.53072989305883,13726.54425000001,12800.0,14919.99,436.2150471884261,13666.854923611101,12852.73,14955.0,432.86961982718555,13697.100145833341,0.01361092,311.84717051,18.73321135380291,13.660609672319454,196.51615922,4029457.5825,250927.09009174103,185700.77065731343,12866.339609999999,14946.589348,432.5434822510769,13694.964570708304,3.9845093859,2018-01-11
2018-03-09,8373.0,9407.55,213.49324578410267,8908.210347222222,8400.91,9420.39,211.49601293606446,8923.644263888897,8366.0,9395.7,215.76312071582072,8893.470576388885,8375.1,9419.0,213.7900204421436,8907.997486111099,0.058275400000000005,469.35360014,30.48616255464024,20.16132736739578,545.9805631,4062471.8052,267538.1414544532,178634.78619168006,8377.0007177,9410.5891863,213.87609414808728,8908.27594476591,3.9838765931,2018-03-09
2018-01-05,14811.0,17089.99,666.4050495895499,15790.230722222166,14845.0,17200.0,665.6370136765445,15811.529298611113,14810.0,17075.65,665.7668402632236,15768.25528472222,14820.0,17090.03,666.457750396804,15792.452506944403,0.00058886,231.11497698,15.063060211833324,11.28396852747223,8.8141389204,3954660.0731,244276.99627057108,180344.37003707828,14814.893463,17111.223707,666.6777522317934,15790.44614531669,3.9823492893,2018-01-05
2018-04-23,8780.73,8985.48,37.28282366170123,8895.44568055555,8788.39,9006.39,37.084593508005725,8900.101673611129,8771.22,8973.22,37.08274723390683,8889.630340277752,8779.45,8985.26,37.02156915871132,8895.62331249999,0.00334183,467.05669763,19.462672160101935,7.144703912125002,29.796658574000002,4109907.0338,172358.9890507382,63518.56665078171,8776.898888,8994.411765500001,37.02719685347752,8895.179734376054,3.9744260016,2018-04-23
2018-02-26,9380.0,10458.99,336.07389118295004,9909.615500000056,9396.92,10461.97,336.90402657521184,9919.013215277835,9376.34,10444.76,335.2978754193315,9901.080138888909,9380.0,10458.9,335.78108086290814,9910.592527777806,0.00108352,400.81379661,22.965070793469078,11.229544123784702,10.515886656000001,4006654.4842,233279.07939982763,112806.04890802315,9382.500178299999,10459.496512,336.31317566075364,9909.974370257378,3.9687520082,2018-02-26
2018-04-22,8760.01,9010.0,46.89624420620283,8888.576861111116,8770.25,9036.52,46.107597323714316,8894.06548611112,8760.0,8999.21,47.10927246095991,8882.281798611106,8760.01,9019.99,47.00253365454265,8888.387819444462,0.0015527000000000002,446.61750037,17.453845215817644,6.490901597125004,13.68953482,4027241.7385,156095.4596539784,57703.47331264769,8767.2522433,9017.205405399998,46.453170585441946,8888.504908557366,3.9650463894,2018-04-22
2018-03-12,8750.01,9889.99,278.1462447362773,9436.962798611112,8817.45,9892.0,277.02091245561456,9447.098534722232,8742.07,9881.99,280.7355395598601,9426.311354166644,8750.01,9888.0,278.61116946713355,9436.36200694445,0.0015,404.42812788,26.51833413645633,13.037733873159729,14.314875,3949285.3682,246285.39337486608,121755.61405955462,8773.5884231,9889.1971672,279.14660526824343,9436.661337237923,3.9647839679,2018-03-12
2018-01-30,9740.08,11222.36,404.7613090209382,10630.126229166704,9800.0,11222.36,401.26149190692433,10643.088562500012,9731.2,11222.31,408.9111625811241,10613.95013194444,9750.0,11222.34,405.4293393192938,10628.612597222236,0.00095398,351.36035475,25.34107239269062,14.650252326430536,10.49949434,3822398.2788,262053.598446647,152309.0815152876,9749.316581899999,11222.31735,405.1442145971359,10627.919278862691,3.9631398157,2018-01-30
2017-12-27,14485.0,16480.48,477.60695111560096,15582.458444444394,14555.0,16480.52,472.2487677557933,15606.402291666685,14484.0,16472.57,480.3808462908218,15552.000166666661,14485.0,16480.52,477.26475219281576,15581.444701388853,0.04650429,242.44282899,14.975809336177301,10.863718668159722,731.59369814,3658127.7585,228955.25152937582,167959.0174514124,14493.33374,16480.056962,476.9800119998889,15579.674561490996,3.9527269354,2017-12-27
2018-05-09,8978.91,9360.85,101.1203956062461,9193.279895833355,8985.31,9368.79,100.58634676400713,9197.651173611146,8974.62,9352.31,101.59402745331461,9188.03563888889,8974.62,9360.99,101.26305549191957,9193.325472222248,0.00325674,412.77044691,17.86857515327359,7.896524252277782,30.223980269000002,3796755.4763,164319.36272675556,72448.59792404967,8979.7172465,9362.510045899999,101.08999158793138,9192.932591007773,3.9467084499,2018-05-09
2018-03-07,9479.99,10897.99,384.7771476661534,10400.516743055574,9514.19,10911.78,380.14179922299667,10411.691006944458,9450.0,10889.48,389.2208798253917,10389.087347222212,9480.0,10907.02,385.0419098082983,10399.997006944468,0.0039998,342.64888807,33.31543990370036,18.13748743033332,42.966751555,3426873.6455,329732.25205674605,183413.64815887934,9474.6078263,10902.219461,384.5243851594782,10400.190755142938,3.9365444048,2018-03-07
2018-01-15,13437.74,14370.0,211.58967693960034,13823.496215277768,13446.5,14394.36,211.63651963315698,13836.908347222237,13429.25,14342.47,211.334160721497,13806.474097222219,13429.25,14369.98,211.07387689630391,13821.277097222206,0.00881547,265.16554271,12.219938437648837,6.558774519611099,121.65348600000002,3637081.3179,169435.32114669212,91006.84192001435,13435.918308000002,14379.323324,211.4879466966082,13821.791453646538,3.934547017,2018-01-15
2018-02-03,8170.72,9474.91,345.14765231813743,8911.80413888892,8178.24,9491.2,344.0810284508182,8925.74161805557,8170.71,9458.72,345.75361805420226,8897.47680555556,8170.81,9477.56,344.95098113984005,8912.281611111122,0.00194272,408.92472072,22.140296914463644,11.265106544479156,17.999941898,3650409.5079,197842.71719644987,100574.90093550546,8171.1748771,9470.8096339,345.4138729388147,8910.521680160093,3.9289507412,2018-02-03
2018-02-17,10069.04,11135.83,199.93561081597522,10677.5130486111,10088.56,11135.83,199.90966950255086,10686.27363888888,10053.5,11120.0,199.93563201184094,10668.411875000005,10080.61,11129.99,199.92350221545536,10677.811173611124,0.00832329,344.24247972,19.207755911442515,10.077200789416663,84.983787284,3621547.2074,205577.60549540492,107857.59387335362,10077.67133,11129.41685,199.96081841734437,10677.391083654175,3.928749761,2018-02-17
2017-12-30,12092.27,14398.19,488.4420103957756,13214.337340277802,12119.08,14463.28,489.2158251677754,13240.878048611126,12050.0,14387.0,489.5798025986358,13174.177055555536,12092.27,14390.79,488.3985145134328,13212.859868055571,0.06180252,258.00870581,21.66882034161183,15.10394058756251,800.74621153,3372269.8163,282538.9543757148,198601.0766137124,12076.225897,14404.386693,488.8294168682379,13207.977744208323,3.9287255942,2017-12-30
2018-01-06,16223.99,17234.98,220.10577280376182,16667.040590277764,16230.94,17234.99,219.9471396839431,16682.81786805553,16220.0,17214.96,219.0548148629944,16648.182527777823,16224.0,17234.98,220.37313940495756,16666.922951388857,0.01035485,204.1924174,10.512753742940138,6.597928302402785,171.5417093,3465507.01,176109.88317948702,109992.77396828376,16222.473136,17227.810502,220.23411082249996,16665.2688077382,3.9268567726,2018-01-06
2017-10-31,6076.02,6447.53,112.01795713938999,6240.031263888895,6080.0,6449.78,112.78173493961384,6242.905277777782,6072.81,6443.97,111.25926363773743,6236.270312499991,6079.99,6449.78,112.18809157215732,6240.408875000002,0.00197799,574.99362133,25.808409025252896,9.358223309013901,12.178227290999999,3624075.0062,162945.72360751661,58802.817524499675,6075.497972,6446.3125665,112.04919180465765,6239.752231080207,3.9244706615,2017-10-31
2018-05-07,9188.53,9629.99,65.55047196535355,9344.250319444478,9201.02,9634.5,64.8783836213246,9349.816659722275,9175.0,9626.75,65.93045525463438,9337.870916666676,9191.79,9634.5,65.40605626899774,9344.100527777799,0.00078578,385.0979344,20.56603191408999,9.455797634236118,7.356708094,3607798.8066,191867.73317552332,88201.83322769932,9185.143520799998,9632.348154899999,65.3974980284682,9343.777481907433,3.9241114133,2018-05-07
2017-12-18,17859.99,19215.86,228.19317045272825,18719.58088194442,17883.91,19220.0,221.7125503846219,18738.923881944407,17835.2,19200.0,233.33675640501156,18692.629819444457,17860.0,19215.86,228.65424841990537,18720.01349999997,0.022146400000000004,171.54114511,14.952394945928306,10.193709338868048,416.99456560000004,3207886.9327,277262.05273101304,189953.84680751714,17862.349471,19210.092835,229.0846261723752,18716.81145947776,3.9233225154,2017-12-18
2018-04-29,9180.0,9538.29,81.20980395464906,9356.025145833362,9184.67,9538.75,80.99658776603823,9361.574472222252,9180.0,9529.01,81.1812313309855,9349.821027777763,9180.0,9538.29,81.20865699783317,9356.157784722249,0.00514133,386.80269048,16.59975531666075,7.598909953569438,47.909946325,3577047.8488,154576.79020198583,71087.23885218595,9182.095126299999,9532.806171100001,81.20729447713653,9355.877194361172,3.921763464,2018-04-29
2017-12-15,16366.42,17934.0,327.5125828575552,17364.9623819444,16400.0,17934.0,325.1960508723883,17382.745374999973,16337.19,17905.88,328.6740397636918,17341.21509027777,16366.45,17934.0,326.77314342563034,17365.62792361109,0.02,180.69293357,15.304344555887353,13.196606395250011,353.8802,3193372.8133,264399.99453718046,228764.29383669022,16360.254513999998,17928.188177,326.6289102017255,17364.190430254846,3.9188689454,2017-12-15
2017-12-08,13500.0,16656.46,609.9001015723244,15433.768986111138,13750.0,16666.66,600.5098312075925,15467.60615972225,13482.42,16644.94,616.2084935714635,15393.027923611133,13500.0,16666.66,609.2477353294063,15432.868875000007,0.10071958,211.97996842,21.691919761036118,17.689857854618065,1654.7751622,3041012.9717,325129.32358354056,270393.0799257259,13571.430336000001,16653.662766,609.1260098563977,15429.647898831276,3.9167997293,2017-12-08
2018-02-20,11107.28,11779.96,132.12751381704308,11498.831569444448,11126.52,11780.0,129.94516863436195,11508.154611111135,11080.37,11766.91,133.62945758756564,11486.765604166672,11107.29,11779.99,131.92070998917333,11498.189631944457,0.00295977,297.84521289,21.54484532185178,11.03067757150695,33.654849388,3421623.276,246234.46525274342,126523.47523013281,11097.345787999999,11776.81214,132.3016046682524,11497.691055074316,3.9136114995,2018-02-20
2017-12-09,12796.01,15998.49,588.9726295971712,14808.787784722217,12824.99,15998.5,583.1309110239816,14834.436972222195,12701.05,15950.0,592.565562256116,14774.271124999996,12796.01,15998.49,587.0820726967803,14806.800236111114,0.03540831,252.25395902,18.75582568801601,11.519078421486112,547.62500334,3281548.8896,258802.41766217683,165909.07816910415,12782.952012,15994.726586,588.321407371215,14804.000106056277,3.9109609601,2017-12-09
2018-01-03,14549.0,15437.65,159.20171613471422,14962.191284722221,14594.58,15500.0,158.00801705980078,14984.432583333366,14546.28,15365.0,159.668299776027,14939.789937500003,14559.6,15437.65,158.51812291888584,14963.699340277786,0.01916676,226.19261595,13.534519165111668,8.524306386583332,283.28440016,3366311.9154,203330.86088971866,127527.3706508587,14571.23635,15461.751378,159.5878880979849,14962.379077539552,3.9107868862,2018-01-03
2018-03-26,7849.67,8490.88,202.4350157605105,8208.42575694449,7873.92,8500.0,201.264483859846,8214.4151041667,7831.15,8490.88,203.65131011873515,8202.520236111124,7849.82,8492.0,202.39434879038959,8208.19347916669,0.00102338,407.84132944,27.396884833829294,12.302478331930548,8.6406406362,3426797.9321,226617.15500821613,100995.2094952196,7845.161169600001,8493.1394616,202.4020435401058,8208.093622095412,3.9076179175,2018-03-26
2017-12-23,13569.68,15749.72,488.9178787028401,14768.289618055567,13600.0,15756.22,483.4331219705871,14798.320902777785,13496.48,15721.01,493.74826754067163,14727.42548611113,13569.68,15755.0,488.76929288031624,14768.55603472223,0.11375368,210.91835797,18.564837145844532,15.129450461250011,1709.0520577,3119987.4896,274598.464433577,223694.86080230054,13515.404737,15744.965461000002,489.6971298186296,14765.470556031954,3.9044254258,2017-12-23
2018-01-16,10172.02,13607.02,778.9525002979012,12166.041347222208,10188.0,13607.04,772.5767154178382,12195.939187500015,10162.0,13585.82,783.2994482525726,12132.456124999977,10172.02,13607.03,778.6427636735916,12164.619152777768,0.12995544,218.63128171,29.5115569989402,26.937418811034664,1700.7320139000003,2852674.8694,340844.6011603705,317865.11344878,10179.155254000001,13605.788606999999,777.8444515103898,12163.32296559722,3.9023079291,2018-01-16
2017-12-07,13109.0,16615.6,796.6528845594423,14776.237201388856,13200.0,16615.62,799.7449741847649,14799.55607638886,13085.9,16608.01,792.5095250724651,14747.118444444444,13120.45,16615.61,797.8637051629037,14778.207416666659,0.00549317,181.86360313,19.911804259572524,17.908108719763895,84.86879195,2985206.2885,296758.6226228686,265759.75286863104,13117.754103,16615.320942,796.8943677977626,14775.059048403487,3.8995810595,2017-12-07
2018-01-17,9222.0,11752.09,572.0240069248113,10681.389243055553,9280.33,11794.07,568.2720553526727,10711.763694444464,9222.0,11706.06,573.2291867495996,10649.469395833328,9222.0,11752.09,572.2923360001992,10680.231659722216,0.34012061,263.84414868,30.480760006782674,28.71957620687495,3817.8491873000003,2896583.5295,310611.42134214734,300811.19448053464,9237.802068,11754.97177,571.4429862239957,10679.943137175675,3.8903247826,2018-01-17
